titulo,autores,generos,serie,sinopsis,url_portada,url_libro,fecha_extraccion,categoria_origen
Norby regresa a la Tierra,Isaac Asimov,"Ciencia ficción, Juvenil, Novela",Libro 7 de:Las crónicas de Norby,"Norby no es un robot aerodinámico, sino que se parece a un barril, es una parodia de una parodia; pero está dotado de una iniciativa y de una imaginación que roza la anarquía cuando se trata de actuar. Y yo diría que no sólo la roza. La practica con argucia y arrogancia, inspiración y doctrina, gravedad y candidez. Norby es, a su manera, el autorretrato más logrado entre los infinitos que hasta ahora nos ha propuesto Isaac Asimov. Evidentemente, las «Tres leyes de la robótica» caen ante el ataque despiadado de los seguidores de Ing contra Manhattan, contra Nueva York y, por fin, contra el mundo. Sólo este segundamano sabe cómo mover las piezas y las mueve.",https://assets.lectulandia.co/b/ab/Isaac%20Asimov/Norby%20regresa%20a%20la%20Tierra%20(142)/big.jpg,https://ww3.lectulandia.co/book/norby-regresa-a-la-tierra/,2026-09-15 02:30:55,Ciencia Ficción
Poshumanas y distópicas Vol. 1,Alicia Araujo,"Ciencia ficción, Distopía, Relato",Libro 1 de:Poshumanas y distópicas,"Poshumanas y distópicas: Antología de escritoras españolas de ciencia ficción Vol.1Los dos volúmenes de esta antología trazan un recorrido a través de la ciencia ficción escrita por autoras españolas desde el siglo XIX hasta nuestros días. Las escritoras han imaginado y especulado sobre el futuro, así como sobre las consecuencias políticas y sociales de los avances tecnológicos, sobre inteligencias artificiales, máquinas del tiempo, extraterrestres, seres artificiales y otros mundos allá entre las estrellas. Se trata de una antología histórica que tiene el objetivo de visibilizar el trabajo de las escritoras de ciencia ficción españolas.Relatos Incluidos:La cabeza a componer(1894) - Emilia Pardo BazánCuento absurdo(1908) - Ángeles VicenteEvocación del porvenir. Homenaje en España a la madre del año…(1930) - Halma AngélicoElectroamor(1959) - Condesa de Campo AlangeEl hijo de la ciencia(1967) - Alicia AraujoHerencia de sueños(1968) - María Guéra y Arturo MengottiGu ta gutarrak(1970) - Magdalena Mouján OntañoEl jardín de alabastro(1977) - Teresa InglésLa droga(1982) - Roser CardúsLa casa de Àngel(2010) - Rosa FabregatLa crisálida(1981) - Blanca MartPlis, plas(1985) - Mayi PelotLa mujer de Lot(1984) - Elia BarcelóEl error(2009) - Rosa MonteroMares que cambian(2014) - Lola Robles",https://assets.lectulandia.co/b/ab/AA%20VV/Poshumanas%20y%20distopicas%20Vol%201%20(1228)/big.jpg,https://ww3.lectulandia.co/book/poshumanas-y-distopicas-vol-1/,2026-09-15 02:30:57,Ciencia Ficción
Más Allá 17,Alfred Bester,"Ciencia ficción, Fantástico, Publicaciónes periódicas, Relato",Libro 17 de:Más Allá,"Revista mensual de aventuras apasionantes en el mundo de la magia científicaOctubre-1954Novela completa:* El triángulo de cuatro lados, por William F. TempleCuentos:* Hombres de la Tierra, por Ray Bradbury* Una estancia en Osiris, por Sprague de Camp* Vagabundo del tiempo, por C. M. Kornbluth* Un muchacho con suerte, por Alfred BesterAventuras de la mente:* La vida en el universo: mundos sin atmósfera, por Gron Aguirre y Ángel Gide* Más allá de los pantalonesArtículos científicos:* ¿Qué es la cuarta dimensión?* Correo cohete, por Willy LeyNovedades cósmicas:* Espaciotest y sus respuestas* Contestando a los lectores* Inventores de inventos (Editorial)",https://assets.lectulandia.co/b/ab/AA%20VV/Mas%20Alla%2017%20(1219)/big.jpg,https://ww3.lectulandia.co/book/mas-alla-17/,2026-09-15 02:31:00,Ciencia Ficción
Islas de la ascuaoscura,Brandon Sanderson,"Ciencia ficción, Fantástico, Novela",Libro 5 de:Novela secreta,"Brandon Sanderson, el gran autor de fantasía del siglo XXI, anticipa el futuro más lejano jamás descrito en el Cosmere. Bienvenidos a la quinta novela secreta.Sexto del Ocaso es un trampero tradicional en la mortífera isla de Patji. Pero una fatídica noche, empuja a su pueblo a una carrera por modernizarse antes de que los invasores de las estrellas los conquisten. Teme que su pueblo se pierda a sí mismo en el intento, y por eso parte en busca de su salvación más allá de la ascuaoscura.En otro lugar de la ascuaoscura hay una joven dragona encadenada en forma humana: Astrífera. Ella y su variopinta tripulación de exiliados están a punto de perder su libertad. Estos dos improbables aliados podrían ser la solución a la crisis del otro. En su búsqueda de la independencia, Ocaso y Astrífera se enfrentan a peligrosas negociaciones, políticas envenenadas y el eco destructivo de un dios muerto.",https://assets.lectulandia.co/b/ab/Brandon%20Sanderson/Islas%20de%20la%20ascuaoscura%20(61)/big.jpg,https://ww3.lectulandia.co/book/islas-de-la-ascuaoscura/,2026-09-15 02:31:03,Ciencia Ficción
Norby salva al universo,Isaac Asimov,"Aventuras, Ciencia ficción, Novela",Libro 6 de:Las crónicas de Norby,"En esta sexta aventura, el cadete espacial Jeff Wells y su peculiar robot extraterrestre Norby (capaz de viajar por el hiperespacio gracias a sus componentes únicos) se enfrentan a una crisis de escala cósmica. El malvado e implacable villano Ing el Ingrato logra escapar y pone en marcha un peligroso dispositivo mecánico antiguo: una máquina tridimensional de alterar el tiempo.Este artefacto amenaza con desgarrar el tejido del espacio-tiempo, lo que provocaría la destrucción total de la galaxia y del universo conocido.Para detenerlo, Jeff y Norby deberán realizar un viaje desesperado por diferentes épocas y mundos extraños. En su travesía contarán con la ayuda de la inteligente alienígena Oona —reina de las tierras de los grandes dragones en el planeta Jamna—, arriesgándolo todo para restaurar el orden temporal antes de que el universo entero desaparezca.",https://assets.lectulandia.co/b/ab/Isaac%20Asimov/Norby%20salva%20al%20universo%20(143)/big.jpg,https://ww3.lectulandia.co/book/norby-salva-al-universo/,2026-09-15 02:31:06,Ciencia Ficción
Los ladrones de cerebros,Robert Moore Williams,"Ciencia ficción, Novela",N/A,"Desde una galaxia lejana llegaron los Narks hambrientos de apoderarse del tentador planeta verde llamado Tierra. Primero invadieron le mente de uno de los científicos más grandes del mundo, Erasmus Brockner. Enseguida hicieron que construyera para ellos una fortaleza inexpugnable, metida en lo más profundo de las montañas de Colorado. Desde ese sepulcro escondido salían sus esclavos humanos para extender el contagio por todo el mundo.Todo estaba ye listo para dar el paso final en ese monstruoso designio, cuando un hombre llamado Valthor tropezó con la verdad… y juró derrotarlos o morir… luego.",https://assets.lectulandia.co/b/ab/Robert%20Moore%20Williams/Los%20ladrones%20de%20cerebros%20(1)/big.jpg,https://ww3.lectulandia.co/book/los-ladrones-de-cerebros/,2026-09-15 02:31:09,Ciencia Ficción
El fin de la muerte (Edición ilustrada),Liu Cixin,"Ciencia ficción, Novela",Libro 3 de:Trilogía de los Tres Cuerpos,"Edición ilustrada del gran fenómeno de la ciencia ficción que ha conquistado el mundo, con ilustraciones a color del artista Marc Simonetti.Décadas después de la batalla del Día del Juicio Final, la Tierra es próspera gracias al conocimiento transferido por Trisolaris. Pero la humanidad se ha vuelto autocomplaciente… ¿Alcanzará las estrellas, o morirá en su cuna?",https://assets.lectulandia.co/b/ab/Liu%20Cixin/El%20fin%20de%20la%20muerte%20Edicion%20ilustrada%20(10)/big.jpg,https://ww3.lectulandia.co/book/el-fin-de-la-muerte-edicion-ilustrada/,2026-09-15 02:31:11,Ciencia Ficción
Dune: La saga completa,Brian Herbert,"Ciencia ficción, Novela",Libro 0 de:Dune,"La mayor epopeya de la ciencia ficción de todos los tiempos.Dunees una de las sagas de ciencia ficción más influyentes de la historia, escrita originalmente por Frank Herbert.Ambientada en un futuro remoto, la trama explora temas complejos como la ecología planetaria, el misticismo, la política feudal interestelar y los peligros de seguir ciegamente a líderes mesiánicos.La serie consta de los seis libros escritos por Frank Herbert:Dune,El Mesías de Dune,Hijos de Dune,Dios Emperador de Dune,Herejes de DuneyCasa Capitular Dune; a las que hay que añadir las escritas por su hijo Brian Herbert y Kevin J. Anderson, tras la muerte del autor:Cazadores de DuneyGusanos de arena de Dune, basadas en las notas originales de Frank para estas novelas.",https://assets.lectulandia.co/b/ab/Frank%20Herbert/Dune%20La%20saga%20completa%20(19)/big.jpg,https://ww3.lectulandia.co/book/dune-la-saga-completa/,2026-09-15 02:31:14,Ciencia Ficción
Señales desde las estrellas,Jeff Sutton,"Ciencia ficción, Novela",N/A,"Algo ha cambiado. El mundo parece el mismo, pero el alma de la humanidad se está apagando.Blake es un «sensitivo», un hombre condenado a percibir lo que otros ignoran. Mientras la alta sociedad baila en fiestas resplandecientes, él siente un frío que no proviene del viento. Los rostros familiares se están convirtiendo en máscaras, y el calor humano está siendo reemplazado por una eficiencia fría y alienígena. La humanidad está siendo suplantada silenciosamente por algo que no pertenece a la Tierra.Desde los confines oscuros del espacio profundo llega un murmullo persistente y perturbador: «Estamos aquí».Cuando Blake conoce a Ann, cuyo violín solitario llora por un mundo agonizante, se da cuenta de que no es el único que ve la verdad. Pero la esperanza se encuentra a cientos de miles de kilómetros de distancia. A través de la desolada superficie lunar, un científico llamado Randall huye con un secreto que podría salvar los restos del mundo libre o sellar su destino para siempre.El tiempo se agota. El susurro es cada vez más fuerte. Y las estrellas ya no son sólo luces distantes: son ojos hambrientos que observan nuestro final.",https://assets.lectulandia.co/b/ab/Jeff%20Sutton/Senales%20desde%20las%20estrellas%20(2)/big.jpg,https://ww3.lectulandia.co/book/senales-desde-las-estrellas/,2026-09-15 02:31:17,Ciencia Ficción
Más Allá 20,Francisco Baltzer,"Ciencia ficción, Fantástico, Publicaciónes periódicas, Relato",Libro 20 de:Más Allá,"REVISTA MENSUAL DE AVENTURAS APASIONANTES EN EL MUNDO DE LA MAGIA CIENTIFICAEnero-1955Novelas cortas:* Veraneo,por Francisco Baltzer* Sin mayor importancia,por Charles OliverCuentos*Encuentro Nocturno(una crónica marciana),por Ray Bradbury*El Marciano(una crónica marciana),por Ray Bradbury* ¡Y van tres!, por H. L. Gold* Materia prima, por Julián de Córdoba* Terror espacial, por Harry Walton* El Espía,por Frank M. RobinsonAventuras de la mente* El Fin del Mundo, por Kennet Heuer* La maquina del tiempoyGeografía y estaturaNovedades cósmicas*Correspondencia*Espaciotesty susRespuestas* Hoy es el pivote(Editorial)",https://assets.lectulandia.co/b/ab/AA%20VV/Mas%20Alla%2020%20(1224)/big.jpg,https://ww3.lectulandia.co/book/mas-alla-20/,2026-09-15 02:31:19,Ciencia Ficción
El sueño o La astronomía de la luna,Johannes Kepler,"Astronomía, Aventuras, Ciencia ficción, Historia, Novela, Referencia",N/A,"Traducción de la obra del humanista y fundador de la ciencia moderna del XVI Johannes Kepler, escrita originalmente en latín.EnEl sueñooLa Astronomía de la Luna, Johannes Kepler, uno de los padres fundadores de la ciencia moderna, narra un viaje imaginario al satélite de la tierra. Su protagonista, Duracoto, describe los nuevos cielos traídos por la ciencia del astrónomo Copérnico. Allí el viajero encuentra ciudades y extraños pobladores bajo un cielo que muestra un aspecto y unos movimientos muy diferentes a los del terrestre. Kepler anota con toda su sabiduría astronómica cada pormenor de su historia.",https://assets.lectulandia.co/b/ab/Johannes%20Kepler/El%20sueno%20o%20La%20astronomia%20de%20la%20luna%20(2)/big.jpg,https://ww3.lectulandia.co/book/el-sueno-o-la-astronomia-de-la-luna/,2026-09-15 02:31:22,Ciencia Ficción
El bosque oscuro (Edición ilustrada),Liu Cixin,"Ciencia ficción, Novela",Libro 2 de:Trilogía de los Tres Cuerpos,"Edición ilustrada del gran fenómeno de la ciencia ficción que ha conquistado el mundo, con ilustraciones a color del artista Marc Simonetti.La Tierra tiene cuatro siglos para defenderse de Trisolaris. Los colaboracionistas pueden haber sido derrotados, los sofones tal vez revelen toda posible defensa. Solo la mente humana sigue siendo un secreto.",https://assets.lectulandia.co/b/ab/Liu%20Cixin/El%20bosque%20oscuro%20Edicion%20ilustrada%20(11)/big.jpg,https://ww3.lectulandia.co/book/el-bosque-oscuro-edicion-ilustrada/,2026-09-15 02:31:24,Ciencia Ficción
El problema de los Tres Cuerpos (Edición ilustrada),Liu Cixin,"Ciencia ficción, Novela",Libro 1 de:Trilogía de los Tres Cuerpos,"Edición ilustrada del gran fenómeno de la ciencia ficción que ha conquistado el mundo, con ilustraciones a color del artista Marc Simonetti.El problema de los Tres Cuerpos es la clave de todo: de la muerte de varios científicos, de una conspiración que abarca años luz y de la amenaza de la extinción de la humanidad.Empieza en el contexto de la Revolución Cultural china, cuando un proyecto militar secreto envía señales al espacio para contactar con extraterrestres.",https://assets.lectulandia.co/b/ab/Liu%20Cixin/El%20problema%20de%20los%20Tres%20Cuerpos%20Edicion%20ilustrada%20(12)/big.jpg,https://ww3.lectulandia.co/book/el-problema-de-los-tres-cuerpos-edicion-ilustrada/,2026-09-15 02:31:26,Ciencia Ficción
Ahora todo es mejor,Neal Shusterman,"Ciencia ficción, Distopía, Novela",N/A,"En el futuro, la felicidad es una enfermedad contagiosa. Y los riesgos de contraerla son tan peligrosos como la cura.En todo el mundo se está propagando un virus y los supervivientes experimentan efectos inesperados: una satisfacción absoluta. Poco después de la infección, las personas descubren que el estrés, la tristeza, la ansiedad y otras emociones negativas han desaparecido.A medida que la población empieza a disfrutar del alivio masivo, surge el descontento en los estratos más altos: quienes se lucran a costa de la inseguridad para vender sus productos (¡con envíos cada vez más rápidos!) saben que la situación les perjudica. Sin la insatisfacción como motor de consumo, muchos acusan una bajada de beneficios…Mientras todos se guían por sus propios intereses, tres adolescentes se ven en el epicentro de un juego de poder y de una pandemia de felicidad, algo aparentemente maravilloso que plantea muchos interrogantes sobre nuestra forma de vivir. Y algo que podría cambiar para siempre a la humanidad.",https://assets.lectulandia.co/b/ab/Neal%20Shusterman/Ahora%20todo%20es%20mejor%20(16)/big.jpg,https://ww3.lectulandia.co/book/ahora-todo-es-mejor/,2026-09-15 02:31:29,Ciencia Ficción
Más Allá 18,F. L. Wallace,"Ciencia ficción, Fantástico, Publicaciónes periódicas, Relato",Libro 18 de:Más Allá,"Revista mensual de aventuras apasionantes en el mundo de la magia científicaNoviembre-1954Novela:* Los Señores del Tiempo, por Wilson Tucker (1ª parte)Cuentos* La tercera expedición(una crónica marciana), por Ray Bradbury* El billete de loteria,por William Tenn* Materia de estudio,por F. L. Wallace* Señor Presidente,por Stephen Arr* Cadena de órdenes,por Stephen Arr*Lulungomena, por Gordon DicksonAventuras de la mente:* La vida en el universo: los planetas gigantes,por Gron Aguirre y Ángel Gide* La S. A. L., Pioneros argentinos del espacioNovedades cósmicas:* Espaciotest* Correspondencia:Proyectiles dirigidos y respuestas científicas.* Trípode de optimismo(Editorial)",https://assets.lectulandia.co/b/ab/AA%20VV/Mas%20Alla%2018%20(1222)/big.jpg,https://ww3.lectulandia.co/book/mas-alla-18/,2026-09-15 02:31:31,Ciencia Ficción
Sistemas críticos (trad. Carlos Loscertales),Martha Wells,"Ciencia ficción, Novela",Libro 1 de:Los diarios de Matabot,"Un grupo de científicos están explorando un lejano planeta acompañados de un androide que vela por su seguridad. Pero el androide ha tomado conciencia de su propia existencia en secreto y, siempre que le es posible, intenta evitar el contacto con los demás.Pero, cuando otro grupo de humanos que investigaba el mismo planeta desaparece misteriosamente, los científicos y su androide deberán descubrir qué está ocurriendo.",https://assets.lectulandia.co/b/ab/Martha%20Wells/Sistemas%20criticos%20(7)/big.jpg,https://ww3.lectulandia.co/book/sistemas-criticos-trad-carlos-loscertales/,2026-09-15 02:31:34,Ciencia Ficción
Viaje en el tiempo,Denise Côté,"Ciencia ficción, Fantástico, Infantil, Relato",N/A,"Toda la familia y los amigos de Maximino se encuentran reunidos para festejar su cumpleaños. Después de almorzar, Maximino y Jo deciden salir a dar un paseo.De pronto descubren en la recámara de Maximino un par de botines viejos. Maximino los toma y empieza así una extraordinaria aventura en el tiempo, que ellos jamás hubiesen creído posible.",https://assets.lectulandia.co/b/ab/Denise%20Cote/Viaje%20en%20el%20tiempo%20(1)/big.jpg,https://ww3.lectulandia.co/book/viaje-en-el-tiempo/,2026-09-15 02:31:36,Ciencia Ficción
Los creadores del mundo,Belén Vargas Gómez,"Ciencia ficción, Novela",N/A,"Tras la gran guerra química que ha acabado con toda la vida en el planeta Tierra, los humanos han emigrado a un nuevo planeta para continuar su historia. La capital, Kigen, es controlada por la asfixiante Guardia de la Verdad que mantiene a los ciudadanos al servicio de Pangea, la máquina madre que da forma a la energía del núcleo del planeta. Nathan, un cazarrecompensas al servicio de las órdenes de los Creadores decide replantearse la verdad del sistema que los gobierna y somete.",https://assets.lectulandia.co/b/ab/Belen%20Vargas%20Gomez/Los%20creadores%20del%20mundo%20(1)/big.jpg,https://ww3.lectulandia.co/book/los-creadores-del-mundo/,2026-09-15 02:31:39,Ciencia Ficción
Auroras y horizontes,José Luis Zárate,"Ciencia ficción, Relato",N/A,"Auroras y horizontes es el resultado de un ya largo recorrido por los caminos de la literatura de Ciencia Ficción mexicana. Los más aventajados exponentes de este género están reunidos en esta antología. Los 28 ganadores de 1984 a 2012 exceptuando el año de 1994 del Premio Nacional de Cuento Fantástico y de Ciencia Ficción conforman esta obra y son, a la vez, muestra fidelísima tanto de la evolución como del estado del arte de la Ciencia Ficción en nuestro país.",https://assets.lectulandia.co/b/ab/Jose%20Luis%20Zarate/Auroras%20y%20horizontes%20(2)/big.jpg,https://ww3.lectulandia.co/book/auroras-y-horizontes/,2026-09-15 02:31:41,Ciencia Ficción
El planeta Argentia,John T. Phillifent,"Ciencia ficción, Novela",N/A,"Le dijeron a John Lampart que tendría que modificar por completo su metabolismo para sobrevivir en Argentia. Dado que ese planeta desconocido era su hallazgo más valioso, aceptó. Aterrizó en Argentia, con la piel dorada y diferente. Había esperado encontrarse en un mundo estéril, destinado a dos años de duro trabajo. Pero Argentia tenía vida propia, de un tipo distinto: extraña, salvaje e infinitamente desafiante.El planeta Argentia es una novela sobre un hombre que se enfrenta a un planeta fantásticamente extraño, y sobre la chica que se atrevió a intervenir.",https://assets.lectulandia.co/b/ab/John%20T%20Phillifent/El%20planeta%20Argentia%20(1)/big.jpg,https://ww3.lectulandia.co/book/el-planeta-argentia/,2026-09-15 02:31:43,Ciencia Ficción
El último policía,Ben H. Winters,"Ciencia ficción, Novela",Libro 1 de:El último policía,"«¿Qué sentido tiene resolver asesinatos si muy pronto todos estaremos muertos?». El detective Hank Palace lleva haciéndose esta pregunta desde que empezaron a oírse las noticias sobre el asteroide 2011GV1. No hay ninguna oportunidad de sobrevivir. Ninguna esperanza. Solo quedan seis preciadísimos meses para vivir antes del impacto. Ante la llegada del Apocalipsis, la economía cae en picado y las cosechas se pudren en los campos. Las iglesias se llenan. La gente de todo el mundo ha abandonado sus puestos de trabajo, pero no Hank Palace. Él se ha puesto a investigar una muerte por ahorcamiento en una ciudad con docenas de suicidios cada semana. Porque hay algo que no encaja, algo sospechoso. Y Palace es el único policía al que le importa.",https://assets.lectulandia.co/b/ab/Ben%20H%20Winters/El%20ultimo%20policia%20(1)/big.jpg,https://ww3.lectulandia.co/book/el-ultimo-policia/,2026-09-15 02:31:46,Ciencia Ficción
Universo Andy Weir,Andy Weir,"Ciencia ficción, Novela",N/A,"Descubre el universo de Andy Weir en un solo volumen:El marciano,Proyecto Hail MaryyArtemisa, tres aventuras de ciencia ficción que redefinen el ingenio, la supervivencia y la exploración espacial.El marciano– Mark Watney es abandonado en Marte tras una tormenta devastadora. Dado por muerto y completamente aislado, su supervivencia depende de su ingenio, sentido del humor y rigurosos cálculos científicos. Una historia de resistencia humana en condiciones extremas, cargada de tensión y esperanza.Proyecto Hail Mary– Ryland Grace despierta solo a millones de kilómetros de la Tierra, sin memoria, con dos compañeros muertos y una misión imposible: salvar a la humanidad de una amenaza estelar. Con inteligencia, humor y cooperación inesperada, emprenderá el viaje más audaz jamás imaginado.Artemisa– En la primera ciudad lunar, Artemisa, la vida es dura para los que no son turistas ni magnates. Jazz Bashara acepta un encargo peligroso que la sumerge en una conspiración que podría cambiar el destino de la ciudad. Entre contrabando, engaños y saltos de baja gravedad, descubre que en el espacio nadie está exento de conflictos.",https://assets.lectulandia.co/b/ab/Andy%20Weir/Universo%20Andy%20Weir%20(5)/big.jpg,https://ww3.lectulandia.co/book/universo-andy-weir/,2026-09-15 02:31:48,Ciencia Ficción
Más Allá 16,Fredric Brown,"Ciencia ficción, Fantástico, Publicaciónes periódicas, Relato",Libro 16 de:Más Allá,"Revista mensual de aventuras apasionantes en el mundo de la magia científica.Septiembre-1954Novela corta:*Nervios, por Lester del ReyCuentos:*Tensión superficial, por James Blish*El pasajero, por Kenneth Harmon*Venus, mundo para hombres, por William Tenn*El lanzamiento, por John Christopher*Uno y dos, por Frederic BrownArtí­culos cientí­ficos:*El misterio de los mellizos*Calor legal*Más allá del átomoNovedades cósmicas:*La vida en el Universo: Marte, por Gron Aguirre y Ángel Gide* Espaciotest y sus respuestas* Contestando a los lectores* Sinfonía de la ciencia (Editorial)",https://assets.lectulandia.co/b/ab/AA%20VV/Mas%20Alla%2016%20(1218)/big.jpg,https://ww3.lectulandia.co/book/mas-alla-16/,2026-09-15 02:31:51,Ciencia Ficción
La última luz de Traila,Isa J. González,"Ciencia ficción, Fantástico, Novela",N/A,"Kenichi flota en el espacio. La nave en la que viajaba ha sufrido un accidente, y él parece el único superviviente. Su deriva es también la de una civilización casi extinta que busca un nuevo hogar en las estrellas. Su mensaje de socorro: un pequeño pulso en el vacío.La suerte parece cambiar cuando otra nave acude a la llamada, pero pronto descubrirá que su salvación le pone frente a un nuevo desafío. La nave que le recoge pertenece a la raza zestiana, con quienes compartían Tralia, su planeta de origen, y ahora, una vez más, ambos pueblos vuelven a compartir destino.Los zestianos están también al límite de sus esperanzas e, igual que sus antiguos vecinos, recorren el espacio en una búsqueda a contrarreloj: una extraña enfermedad ha diezmado a sus tripulantes y amenaza al grupo, cuyas vidas y misión pueden llegar a estar en manos de un extraño.Rune, Tyra, Eyra, Sigrid… Cada tripulante arrastra sus miedos, y a los fantasmas que pueblan la nave hay que sumar uno mayor: la sombra del planeta perdido y las dudas sobre si encontrarán o no un nuevo principio. Todos deberán esforzarse en superar sus traumas y su desconfianza para entrelazar su destino en una trayectoria común.",https://assets.lectulandia.co/b/ab/Isa%20J%20Gonzalez/La%20ultima%20luz%20de%20Traila%20(2)/big.jpg,https://ww3.lectulandia.co/book/la-ultima-luz-de-traila/,2026-09-15 02:31:53,Ciencia Ficción
Una mirada a Alice B. Sheldon,James Tiptree Jr.,"Ciencia ficción, Relato",N/A,"¿Qué ocurriría si en la Tierra no quedaran hombres? ¿Cómo podría ser el primer contacto con una raza alienígena a la que no puedes ver? ¿Qué pasaría si los hombres no tuvieran empatía con las mujeres? Estas y otras preguntas son las que se plantea Alice B. Sheldon en los tres relatos seleccionados para esta antología.ConUna mirada a Alice B. Sheldonrescatamos la emblemática figura de esta escritora que pasó más de una década bajo el seudónimo masculino de James Tiptree, Jr. Esta colección contiene los relatos «Houston, Houston, ¿me recibes?» y «Esterilidad forzada», con una nueva traducción; «Lo mejor que podemos hacer», inédito hasta ahora en español, y el ensayo «Una mujer escribiendo ciencia ficción», escrito poco antes de su muerte.En «Houston, Houston, ¿me recibes?» la nave espacialPájaro Solarvaga por el espacio después de que una llamarada solar afecte a su sistema de navegación. Desesperados, los tres miembros de la tripulación piden ayuda y, al poco tiempo, comienzan a recibir comunicaciones extrañas. ¿Por qué ahora las misiones espaciales están comandadas por mujeres?En «Esterilidad forzada», una extraña secta se expande por el planeta como la pólvora. Los Hijos de Adán, sumidos en una histeria colectiva, cometen violentos asesinatos contra las mujeres. La prensa los trata como casos aislados, pero, ¿lo son en realidad?Coati lo tiene todo preparado para escaparse de casa en su nave espacial. Su objetivo: llegar a la frontera más próxima de la Federación, cerca del Gran Abismo Septentrional, y ser la primera en viajar a estrellas sin explorar. En «Lo mejor que podemos hacer» acompañaremos a Coati en su aventura por el espacio, donde conseguirá ser la primera en contactar con una nueva raza alienígena.Esta edición incluye un prólogo y varios análisis de los relatos para situar las obras en el contexto de la emocionante y controvertida vida de Alice B. Sheldon, también conocida como James Tiptree, Jr.«Una prosa exquisita y lírica. Posee una perspicacia aguda y la habilidad de describir lo insólito dentro de lo ordinario» – Publishers Weekly",https://assets.lectulandia.co/b/ab/James%20Tiptree%20Jr/Una%20mirada%20a%20Alice%20B%20Sheldon%20(6)/big.jpg,https://ww3.lectulandia.co/book/una-mirada-a-alice-b-sheldon/,2026-09-15 02:31:56,Ciencia Ficción
Saga la Fundación,Isaac Asimov,"Ciencia ficción, Novela",N/A,"Sumérgete en el universo más ambicioso de la ciencia ficción clásica con este estuche que reúne los siete volúmenes delCiclo de la Fundación. Una saga colosal que explora temas eternos como el poder, la corrupción, la fe, la ciencia, la política, el destino de los imperios y la identidad de la humanidad.Desde los albores de Trántor la capital del Imperio Galáctico, Hari Seldon desarrolla la psicohistoria, una ciencia revolucionaria para prever catástrofes cósmicas y alterar el curso del futuro. Con precuelas comoPreludio a la FundaciónyHacia la Fundación, conocerás las raíces de la teoría, los intrincados juegos del poder imperial y los silenciosos conflictos que preparan el terreno para lo que está por venir. Luego emergen los clásicos fundamentales:Fundación,Fundación e ImperioySegunda Fundación, donde el equilibrio del universo corre peligro por amenazas internas, guerras planetarias y figuras inesperadas que retan toda predicción. Finalmente,Los límites de la FundaciónyFundación y Tierraconcluyen una odisea épica: viajes interestelares, misterios ancestrales, descubrimientos impactantes y la búsqueda de los orígenes humanos.Este ciclo integral no solo es lectura imprescindible para fans de la ciencia ficción, sino también para quienes buscan historias que combinan imaginación, reflexión filosófica, estrategias políticas y aventuras épicas. Un clásico universal traducido para apasionar generaciones, ideal tanto para coleccionar como para explorar el poder de la psicohistoria, los dilemas morales y la grandeza de lo desconocido.",https://assets.lectulandia.co/b/ab/Isaac%20Asimov/Saga%20la%20Fundacion%20(138)/big.jpg,https://ww3.lectulandia.co/book/saga-la-fundacion/,2026-09-15 02:31:58,Ciencia Ficción
Inmanencia,Víctor Lapuente,"Ciencia ficción, Distopía, Intriga, Novela",N/A,"¿Qué estarías dispuesto a sacrificar para construir un mundo mejor? ¿Qué precio estarías dispuesto a pagar?En 1996, Martín, Miriam y Pablo, tres adolescentes de Chalamera, un pueblo junto al desierto de los Monegros, descubren un misterio oculto entre las ruinas de un castillo templario. Pero lo que comienza como un juego pronto los enfrenta a fuerzas oscuras que protegerán a toda costa un objeto milenario: el Santo Grial.En 2025, Martín despierta de un coma en Gotemburgo, donde investiga sobre ciber-democracia. Y recuerda que, hace un año, recibió una propuesta de Emma, una empresaria tan fascinante como peligrosa. Lo que parece una oportunidad para cambiar la humanidad se convierte en una carrera contra el tiempo que lo llevará de Barcelona a Oxford pasando por Bogotá. En 2086, la República de Occidente vive bajo la guía de FRIDA, una inteligencia artificial que garantiza la libertad absoluta de todas las personas. Pero Anna descubre en una biblioteca olvidada un secreto que podría derrumbar este mundo perfecto.Tres épocas. Tres vidas conectadas por un enigma que podría salvar el mundo... o destruirlo.",https://assets.lectulandia.co/b/ab/Victor%20Lapuente/Inmanencia%20(1)/big.jpg,https://ww3.lectulandia.co/book/inmanencia/,2026-09-15 02:32:01,Ciencia Ficción
